HBV_C3	1	0
HBV_C3	2	0
HBV_C3	3	0
HBV_C3	4	0
HBV_C3	5	0
HBV_C3	6	0
HBV_C3	7	1
HBV_C3	8	1
HBV_C3	9	1
HBV_C3	10	17
HBV_C3	11	17
HBV_C3	12	18
HBV_C3	13	18
HBV_C3	14	18
HBV_C3	15	18
HBV_C3	16	20
HBV_C3	17	20
HBV_C3	18	23
HBV_C3	19	24
HBV_C3	20	26
HBV_C3	21	28
HBV_C3	22	30
HBV_C3	23	33
HBV_C3	24	36
HBV_C3	25	38
HBV_C3	26	41
HBV_C3	27	43
HBV_C3	28	44
HBV_C3	29	44
HBV_C3	30	45
HBV_C3	31	47
HBV_C3	32	48
HBV_C3	33	49
HBV_C3	34	49
HBV_C3	35	51
HBV_C3	36	55
HBV_C3	37	56
HBV_C3	38	59
HBV_C3	39	62
HBV_C3	40	62
HBV_C3	41	64
HBV_C3	42	65
HBV_C3	43	66
HBV_C3	44	68
HBV_C3	45	71
HBV_C3	46	75
HBV_C3	47	75
HBV_C3	48	75
HBV_C3	49	79
HBV_C3	50	80
HBV_C3	51	81
HBV_C3	52	89
HBV_C3	53	91
HBV_C3	54	94
HBV_C3	55	95
HBV_C3	56	98
HBV_C3	57	98
HBV_C3	58	98
HBV_C3	59	100
HBV_C3	60	103
HBV_C3	61	104
HBV_C3	62	107
HBV_C3	63	109
HBV_C3	64	110
HBV_C3	65	111
HBV_C3	66	116
HBV_C3	67	118
HBV_C3	68	120
HBV_C3	69	124
HBV_C3	70	126
HBV_C3	71	130
HBV_C3	72	131
HBV_C3	73	128
HBV_C3	74	130
HBV_C3	75	130
HBV_C3	76	131
HBV_C3	77	134
HBV_C3	78	135
HBV_C3	79	137
HBV_C3	80	137
HBV_C3	81	138
HBV_C3	82	136
HBV_C3	83	138
HBV_C3	84	141
HBV_C3	85	142
HBV_C3	86	143
HBV_C3	87	144
HBV_C3	88	145
HBV_C3	89	148
HBV_C3	90	150
HBV_C3	91	152
HBV_C3	92	152
HBV_C3	93	152
HBV_C3	94	154
HBV_C3	95	156
HBV_C3	96	156
HBV_C3	97	157
HBV_C3	98	157
HBV_C3	99	158
HBV_C3	100	158
HBV_C3	101	160
